ID,Date,Time
1,2018-06-27,20:40:15
1,2018-06-27,20:40:16
1,2018-06-27,20:40:17
1,2018-06-27,20:40:18
1,2018-06-27,20:40:19
1,2018-06-27,20:40:20
1,2018-06-27,20:40:21
1,2018-06-27,20:40:22
1,2018-06-27,20:40:23
1,2018-06-27,20:40:24
1,2018-06-27,20:40:25
1,2018-06-27,20:40:26
1,2018-06-27,20:40:27
1,2018-06-27,20:40:28
1,2018-06-27,20:40:29
1,2018-06-27,20:40:30
1,2018-06-27,20:40:31
1,2018-06-27,20:40:32
